,lab,no_seats,simul_users,tot_no_sess,tot_no_users,hours_per_seat,sess_per_seat,avg_min_sess,tot_hrs_per_lab,date,type
768,acs-may4623,1,1,1,1,0.5,1,29,0.5,2014-06-15,Mac
3545,acs-rimac,2,2,7,7,3.9,3,78,7.8,2014-06-22,Windows
3548,acs-sungod,9,5,97,55,4.5,10,27,40.5,2014-06-22,Windows
3547,acs-ssb139,4,2,13,7,1.4,3,27,5.6,2014-06-22,Windows
3542,acs-osb10,1,1,1,1,0.1,1,3,0.1,2014-06-22,Windows
3543,acs-pch104,6,3,28,12,2.6,4,39,15.6,2014-06-22,Windows
3546,acs-sme143,10,3,28,12,1.4,2,42,14.0,2014-06-22,Windows
3541,acs-nsb2319,2,1,2,2,0.0,1,1,0.0,2014-06-22,Windows
3544,acs-pfbh108,1,1,1,1,1.3,1,77,1.3,2014-06-22,Windows
3552,acs-vilb3w,1,1,1,1,0.1,1,3,0.1,2014-06-22,Windows
3550,acs-triton,27,16,417,263,3.6,15,14,97.2,2014-06-22,Windows
3551,acs-va231,2,2,5,3,4.1,2,122,8.2,2014-06-22,Windows
3504,ALL-XP,558,83,2411,1032,2.2,4,32,1227.6,2014-06-22,Windows
3540,acs-nsb2311,1,1,2,2,0.2,2,5,0.2,2014-06-22,Windows
3553,acs-vilb6e,2,1,5,5,0.2,2,5,0.4,2014-06-22,Windows
3554,acs-wlh2212,1,1,1,1,2.2,1,130,2.2,2014-06-22,Windows
3555,acs-wlh2213a,1,1,1,1,0.6,1,38,0.6,2014-06-22,Windows
3556,acs-wlh2214,1,1,1,1,0.5,1,31,0.5,2014-06-22,Windows
3557,acs-yh1146,1,1,2,1,0.0,2,0,0.0,2014-06-22,Windows
3558,acs-yh1150,1,1,6,3,0.1,6,1,0.1,2014-06-22,Windows
3559,acs-yh2410,1,1,1,1,0.7,1,42,0.7,2014-06-22,Windows
3560,acs-yh3020,2,1,2,2,0.0,1,1,0.0,2014-06-22,Windows
3561,acs-yh3136,1,1,4,2,0.7,4,10,0.7,2014-06-22,Windows
3549,acs-treetop,13,5,52,30,2.3,4,33,29.9,2014-06-22,Windows
3539,acs-nsb2303,25,23,101,43,3.2,4,48,80.0,2014-06-22,Windows
3503,ALL-VLAB,33,7,351,162,3.5,10,20,115.5,2014-06-22,Windows
3537,acs-nsb1303a,2,2,2,1,0.0,1,1,0.0,2014-06-22,Windows
820,acs-va228,6,3,22,4,2.0,3,39,12.0,2014-06-22,Mac
821,acs-vilb3w,1,1,1,1,0.5,1,31,0.5,2014-06-22,Mac
3538,acs-nsb1313a,5,4,6,1,0.2,1,10,1.0,2014-06-22,Windows
823,acs-york1310,1,1,6,1,10.6,6,106,10.6,2014-06-22,Mac
824,acs-york3070,1,1,1,1,2.2,1,132,2.2,2014-06-22,Mac
3527,acs-gl1w,53,19,315,136,5.6,5,67,296.8,2014-06-22,Windows
3526,acs-gl1e,53,9,159,84,2.3,3,45,121.9,2014-06-22,Windows
3525,acs-erc117,7,3,16,11,2.8,2,85,19.6,2014-06-22,Windows
3524,acs-econ304,1,1,2,2,0.1,2,4,0.1,2014-06-22,Windows
3523,acs-econ200,13,10,62,27,16.8,4,251,218.4,2014-06-22,Windows
3522,acs-econ-rdp,4,1,38,3,0.0,9,0,0.0,2014-06-22,Windows
3521,acs-ebu3a161,6,2,13,6,2.2,2,65,13.2,2014-06-22,Windows
3520,acs-ebu2-333,1,1,1,1,3.2,1,193,3.2,2014-06-22,Windows
819,acs-sungod,8,4,27,22,2.9,3,58,23.2,2014-06-22,Mac
3519,acs-ebu2-203,12,4,21,10,1.6,1,93,19.2,2014-06-22,Windows
3517,acs-cseb270,4,2,5,3,4.5,1,271,18.0,2014-06-22,Windows
3516,acs-cseb260,41,41,45,2,0.4,1,21,16.4,2014-06-22,Windows
3515,acs-cseb250,8,2,9,8,0.9,1,51,7.2,2014-06-22,Windows
3514,acs-cseb220,2,1,2,2,0.1,1,6,0.2,2014-06-22,Windows
3513,acs-csb115,30,29,50,4,0.6,1,38,18.0,2014-06-22,Windows
3512,acs-ccc,2,1,2,1,0.1,1,3,0.2,2014-06-22,Windows
3511,acs-bmlgl,4,3,32,18,8.6,8,64,34.4,2014-06-22,Windows
3510,acs-bml,61,20,283,154,6.8,4,101,414.8,2014-06-22,Windows
3509,acs-b432,3,2,3,3,0.2,1,12,0.6,2014-06-22,Windows
3508,acs-b349,9,2,21,16,0.4,2,13,3.6,2014-06-22,Windows
3507,acs-b325,9,3,12,9,0.4,1,21,3.6,2014-06-22,Windows
3506,acs-apm3432,7,2,10,5,0.2,1,12,1.4,2014-06-22,Windows
3505,acms-ga,33,7,351,162,3.5,10,20,115.5,2014-06-22,Windows
3518,acs-ebu2-127,2,2,4,3,2.7,2,81,5.4,2014-06-22,Windows
818,acs-rimac,3,2,21,20,2.7,7,22,8.1,2014-06-22,Mac
822,acs-vilb6e,1,1,1,1,7.3,1,438,7.3,2014-06-22,Mac
802,ALL-MAC,127,35,436,174,4.0,3,79,508.0,2014-06-22,Mac
3536,acs-moms,1,1,8,5,0.3,8,2,0.3,2014-06-22,Windows
3535,acs-mgh2116,1,1,1,1,0.0,1,2,0.0,2014-06-22,Windows
3534,acs-may3544,1,1,1,1,0.7,1,42,0.7,2014-06-22,Windows
3533,acs-may2722,1,1,1,1,0.2,1,13,0.2,2014-06-22,Windows
3532,acs-irps,7,2,21,14,0.7,3,13,4.9,2014-06-22,Windows
3531,acs-hss6033,1,1,12,4,2.4,12,12,2.4,2014-06-22,Windows
3530,acs-glbw,30,6,64,26,2.7,2,82,81.0,2014-06-22,Windows
3529,acs-glbsw,14,2,24,14,1.1,1,65,15.4,2014-06-22,Windows
3528,acs-glb,15,5,37,29,1.5,2,43,22.5,2014-06-22,Windows
803,acs-bml,5,2,18,10,4.4,3,88,22.0,2014-06-22,Mac
804,acs-cntr315,25,25,69,2,0.3,2,10,7.5,2014-06-22,Mac
805,acs-cpmc204,1,1,2,1,0.6,2,16,0.6,2014-06-22,Mac
807,acs-gh18b,2,2,3,2,10.1,1,604,20.2,2014-06-22,Mac
806,acs-gh18a,1,1,1,1,1.2,1,75,1.2,2014-06-22,Mac
809,acs-manb114,2,1,2,2,0.2,1,10,0.4,2014-06-22,Mac
810,acs-manb206,3,1,5,2,2.5,1,152,7.5,2014-06-22,Mac
811,acs-osb10,1,1,3,2,0.5,3,10,0.5,2014-06-22,Mac
812,acs-pch240,2,1,2,2,0.1,1,8,0.2,2014-06-22,Mac
813,acs-pch264,4,2,7,5,1.8,1,106,7.2,2014-06-22,Mac
814,acs-pch440,39,27,198,76,9.0,5,108,351.0,2014-06-22,Mac
815,acs-raza,5,4,7,7,0.8,1,47,4.0,2014-06-22,Mac
816,acs-rcl,1,1,2,1,0.0,2,0,0.0,2014-06-22,Mac
817,acs-rh228,2,1,2,1,0.1,1,7,0.2,2014-06-22,Mac
808,acs-glbw,13,4,36,16,2.9,2,87,37.7,2014-06-22,Mac
3624,acs-b432,40,34,269,151,2.9,6,28,116.0,2014-06-29,Windows
3625,acs-bh1309,1,1,2,2,0.0,2,1,0.0,2014-06-29,Windows
3626,acs-bml,63,31,404,215,9.1,6,90,573.3,2014-06-29,Windows
3627,acs-bmlgl,4,3,42,29,14.9,10,89,59.6,2014-06-29,Windows
3628,acs-ccc,2,2,16,10,0.6,8,4,1.2,2014-06-29,Windows
3623,acs-b349,25,12,164,98,3.6,6,35,90.0,2014-06-29,Windows
3619,acms-mae,1,1,1,1,1.3,1,77,1.3,2014-06-29,Windows
3621,acs-apm3432,8,2,11,6,0.5,1,28,4.0,2014-06-29,Windows
3620,acs-apm3402,14,11,23,12,1.6,1,93,22.4,2014-06-29,Windows
3616,ALL-VLAB,57,20,760,317,5.2,13,23,296.4,2014-06-29,Windows
3617,ALL-XP,896,211,6705,2615,3.6,7,30,3225.6,2014-06-29,Windows
3618,acms-ga,56,20,759,316,5.3,13,24,296.8,2014-06-29,Windows
3622,acs-b325,21,10,161,117,3.9,7,33,81.9,2014-06-29,Windows
3629,acs-csb115,29,25,63,31,0.7,2,20,20.3,2014-06-29,Windows
3666,acs-sungod,9,6,207,129,5.3,23,13,47.7,2014-06-29,Windows
3631,acs-cseb250,35,23,164,84,3.7,4,55,129.5,2014-06-29,Windows
871,acs-va228,4,1,11,2,1.1,2,34,4.4,2014-06-29,Mac
872,acs-vilb3w,1,1,4,2,0.2,4,3,0.2,2014-06-29,Mac
873,acs-vilb6e,1,1,4,3,0.9,4,14,0.9,2014-06-29,Mac
3630,acs-cseb220,14,4,26,12,1.5,1,91,21.0,2014-06-29,Windows
874,acs-york1310,2,1,4,2,3.8,2,115,7.6,2014-06-29,Mac
3680,acs-yh3136,1,1,31,8,6.1,31,11,6.1,2014-06-29,Windows
870,acs-sungod,9,5,77,53,3.1,8,23,27.9,2014-06-29,Mac
3679,acs-yh3020,2,1,2,1,0.0,1,0,0.0,2014-06-29,Windows
3677,acs-yh2410,1,1,1,1,0.5,1,29,0.5,2014-06-29,Windows
3676,acs-yh1344,1,1,2,2,0.4,2,12,0.4,2014-06-29,Windows
3675,acs-yh1146,2,2,4,3,1.2,2,35,2.4,2014-06-29,Windows
3674,acs-wlh2215,1,1,2,1,0.2,2,7,0.2,2014-06-29,Windows
3673,acs-wlh2214,1,1,1,1,0.0,1,1,0.0,2014-06-29,Windows
3672,acs-wlh2211,1,1,1,1,0.2,1,11,0.2,2014-06-29,Windows
3678,acs-yh2432,1,1,2,1,0.5,2,14,0.5,2014-06-29,Windows
869,acs-rimac,3,2,11,9,1.1,3,21,3.3,2014-06-29,Mac
868,acs-rh228,2,1,4,4,1.0,2,31,2.0,2014-06-29,Mac
867,acs-raza,4,2,10,9,0.6,2,18,2.4,2014-06-29,Mac
852,ALL-MAC,157,40,595,314,3.5,3,70,549.5,2014-06-29,Mac
853,acs-bml,5,3,20,11,7.8,4,116,39.0,2014-06-29,Mac
854,acs-cntr315,1,1,1,1,0.1,1,4,0.1,2014-06-29,Mac
855,acs-cpmc204,2,1,2,2,0.0,1,0,0.0,2014-06-29,Mac
856,acs-glbw,18,9,110,61,5.3,6,53,95.4,2014-06-29,Mac
857,acs-hss6033,1,1,4,3,0.5,4,8,0.5,2014-06-29,Mac
858,acs-manb114,7,2,9,4,0.9,1,53,6.3,2014-06-29,Mac
859,acs-manb206,22,17,30,19,0.2,1,14,4.4,2014-06-29,Mac
860,acs-may2130,6,6,15,15,2.5,2,75,15.0,2014-06-29,Mac
861,acs-may2306,5,3,5,1,0.0,1,2,0.0,2014-06-29,Mac
862,acs-may4623,1,1,1,1,0.3,1,17,0.3,2014-06-29,Mac
863,acs-osb10,1,1,1,1,1.0,1,58,1.0,2014-06-29,Mac
864,acs-pch240,10,10,10,10,0.4,1,23,4.0,2014-06-29,Mac
865,acs-pch264,17,4,57,37,2.2,3,43,37.4,2014-06-29,Mac
866,acs-pch440,35,26,205,72,9.0,5,107,315.0,2014-06-29,Mac
3671,acs-vilb6e,4,4,56,34,2.3,14,10,9.2,2014-06-29,Windows
3670,acs-vilb3w,2,1,10,9,0.8,5,10,1.6,2014-06-29,Windows
3669,acs-va231,2,2,3,2,1.6,1,99,3.2,2014-06-29,Windows
3649,acs-glbsw,24,12,137,73,4.8,5,57,115.2,2014-06-29,Windows
3647,acs-gl2095,7,4,19,15,2.7,2,80,18.9,2014-06-29,Windows
3646,acs-gl1w,58,37,1004,472,10.3,17,36,597.4,2014-06-29,Windows
3645,acs-gl1e,80,32,856,440,7.1,10,42,568.0,2014-06-29,Windows
3644,acs-erc117,15,4,53,32,1.4,3,27,21.0,2014-06-29,Windows
3643,acs-econ200,11,7,67,28,9.6,6,96,105.6,2014-06-29,Windows
3642,acs-econ100,1,1,2,2,0.1,2,4,0.1,2014-06-29,Windows
3648,acs-glb,47,16,214,113,1.6,4,24,75.2,2014-06-29,Windows
3641,acs-econ-rdp,4,0,12,3,0.0,3,0,0.0,2014-06-29,Windows
3639,acs-ebu2-333,1,1,1,1,2.7,1,162,2.7,2014-06-29,Windows
3638,acs-ebu2-315,1,1,1,1,0.1,1,3,0.1,2014-06-29,Windows
3637,acs-ebu2-239,31,23,35,5,0.1,1,3,3.1,2014-06-29,Windows
3636,acs-ebu2-205,2,2,6,3,0.1,3,1,0.2,2014-06-29,Windows
3635,acs-ebu2-203,23,7,51,33,2.0,2,61,46.0,2014-06-29,Windows
3634,acs-ebu2-127,2,2,2,2,1.0,1,59,2.0,2014-06-29,Windows
3640,acs-ebu3a161,9,2,17,8,1.3,1,79,11.7,2014-06-29,Windows
3668,acs-triton,27,25,962,521,7.8,35,13,210.6,2014-06-29,Windows
3650,acs-glbw,49,11,241,106,2.1,4,31,102.9,2014-06-29,Windows
3651,acs-hss6033,2,1,16,7,1.7,8,12,3.4,2014-06-29,Windows
3667,acs-treetop,11,7,104,73,4.7,9,31,51.7,2014-06-29,Windows
3665,acs-ssb139,11,3,19,12,0.8,1,48,8.8,2014-06-29,Windows
3664,acs-sme143,21,8,43,20,1.5,2,45,31.5,2014-06-29,Windows
3663,acs-seq142,6,2,6,4,1.1,1,65,6.6,2014-06-29,Windows
3662,acs-rimac,3,2,31,26,0.8,10,4,2.4,2014-06-29,Windows
3661,acs-rh228,1,1,4,2,2.1,4,31,2.1,2014-06-29,Windows
3660,acs-pch104,8,5,59,32,2.1,7,17,16.8,2014-06-29,Windows
3659,acs-osb10,1,1,1,1,10.0,1,600,10.0,2014-06-29,Windows
3658,acs-nsb2319,2,1,3,2,15.0,1,900,30.0,2014-06-29,Windows
3657,acs-nsb2311,3,1,18,5,0.8,6,7,2.4,2014-06-29,Windows
3656,acs-nsb2303,25,22,132,58,3.5,5,41,87.5,2014-06-29,Windows
3655,acs-nsb1313a,5,5,7,2,10.5,1,632,52.5,2014-06-29,Windows
3654,acs-may3544,1,1,1,1,5.2,1,313,5.2,2014-06-29,Windows
3653,acs-may2722,4,4,41,17,0.7,10,4,2.8,2014-06-29,Windows
3652,acs-irps,10,10,35,19,1.8,3,35,18.0,2014-06-29,Windows
3633,acs-cseb270,31,20,41,28,2.0,1,122,62.0,2014-06-29,Windows
3632,acs-cseb260,18,7,37,26,2.1,2,61,37.8,2014-06-29,Windows
702,acs-york3070,1,1,1,1,2.4,1,145,2.4,2014-07-06,Mac
701,acs-york3060,2,2,2,2,0.1,1,4,0.2,2014-07-06,Mac
675,ALL-MAC,230,97,1281,465,7.0,5,83,1610.0,2014-07-06,Mac
699,acs-vilb6e,2,2,18,13,2.8,9,18,5.6,2014-07-06,Mac
3339,acs-ccc,2,2,18,12,0.5,9,3,1.0,2014-07-06,Windows
676,acs-bml,5,3,27,17,7.5,5,90,37.5,2014-07-06,Mac
677,acs-cntr315,25,25,303,29,21.1,12,105,527.5,2014-07-06,Mac
679,acs-gh18a,4,4,5,2,10.0,1,600,40.0,2014-07-06,Mac
680,acs-gh18b,1,1,1,1,0.2,1,13,0.2,2014-07-06,Mac
681,acs-glbw,18,8,121,63,9.2,6,91,165.6,2014-07-06,Mac
682,acs-hh1155,1,1,1,1,0.2,1,13,0.2,2014-07-06,Mac
683,acs-hss6033,1,1,4,4,0.7,4,10,0.7,2014-07-06,Mac
684,acs-manb114,12,12,50,22,1.8,4,26,21.6,2014-07-06,Mac
685,acs-manb206,38,33,171,59,4.0,4,59,152.0,2014-07-06,Mac
686,acs-may2110,1,1,1,1,0.3,1,19,0.3,2014-07-06,Mac
687,acs-may2130,7,5,17,15,1.3,2,38,9.1,2014-07-06,Mac
688,acs-may2306,6,6,33,28,6.7,5,80,40.2,2014-07-06,Mac
689,acs-mgh2116,1,1,1,1,1.4,1,84,1.4,2014-07-06,Mac
690,acs-osb10,1,1,2,2,0.1,2,3,0.1,2014-07-06,Mac
691,acs-pch240,11,8,14,12,0.9,1,55,9.9,2014-07-06,Mac
692,acs-pch264,20,5,95,44,4.6,4,69,92.0,2014-07-06,Mac
693,acs-pch440,38,28,243,72,9.9,6,98,376.2,2014-07-06,Mac
694,acs-raza,3,2,15,11,0.6,5,7,1.8,2014-07-06,Mac
695,acs-rh228,3,1,4,3,0.8,1,48,2.4,2014-07-06,Mac
696,acs-rimac,3,3,34,29,1.8,11,10,5.4,2014-07-06,Mac
697,acs-sungod,9,7,76,62,3.5,8,26,31.5,2014-07-06,Mac
698,acs-va228,3,2,16,3,1.8,5,21,5.4,2014-07-06,Mac
700,acs-york1310,4,1,8,3,1.2,2,34,4.8,2014-07-06,Mac
678,acs-cpmc204,10,10,18,3,2.8,1,168,28.0,2014-07-06,Mac
3340,acs-csb115,30,23,121,39,3.7,4,55,111.0,2014-07-06,Windows
3358,acs-gl2095,12,6,54,30,6.1,4,91,73.2,2014-07-06,Windows
3346,acs-ebu2-203,31,21,114,57,4.2,3,83,130.2,2014-07-06,Windows
3345,acs-ebu2-127,2,2,2,2,0.9,1,55,1.8,2014-07-06,Windows
3344,acs-cseb270,36,18,98,53,4.1,2,124,147.6,2014-07-06,Windows
3343,acs-cseb260,27,6,77,44,3.3,2,100,89.1,2014-07-06,Windows
3342,acs-cseb250,35,18,214,73,7.0,6,70,245.0,2014-07-06,Windows
3341,acs-cseb220,12,1,11,7,1.1,0,0,13.2,2014-07-06,Windows
3327,ALL-VLAB,49,14,891,322,7.4,18,24,362.6,2014-07-06,Windows
3328,ALL-XP,1049,314,9176,3204,5.9,8,44,6189.1,2014-07-06,Windows
3329,acms-ga,49,14,891,322,7.4,18,24,362.6,2014-07-06,Windows
3330,acs-apm3402,13,12,24,13,2.2,1,131,28.6,2014-07-06,Windows
3331,acs-apm3432,7,2,11,8,0.2,1,13,1.4,2014-07-06,Windows
3332,acs-b325,22,22,253,138,7.3,11,39,160.6,2014-07-06,Windows
3333,acs-b349,25,13,245,135,6.5,9,43,162.5,2014-07-06,Windows
3334,acs-b432,40,22,359,157,5.8,8,43,232.0,2014-07-06,Windows
3335,acs-bh1309,1,1,1,1,2.6,1,159,2.6,2014-07-06,Windows
3336,acs-bh1449,1,1,1,1,0.1,1,3,0.1,2014-07-06,Windows
3337,acs-bml,66,31,520,264,9.7,7,83,640.2,2014-07-06,Windows
3338,acs-bmlgl,4,4,70,28,18.9,17,66,75.6,2014-07-06,Windows
3384,acs-va231,2,1,4,4,3.5,2,105,7.0,2014-07-06,Windows
3385,acs-vilb6e,4,4,107,60,3.8,26,8,15.2,2014-07-06,Windows
3386,acs-wlh2211,1,1,1,1,0.2,1,11,0.2,2014-07-06,Windows
3387,acs-wlh2212,7,6,8,4,0.0,1,1,0.0,2014-07-06,Windows
3388,acs-wlh2216,3,3,3,2,0.3,1,19,0.9,2014-07-06,Windows
3389,acs-yh1146,7,4,22,6,11.9,3,237,83.3,2014-07-06,Windows
3390,acs-yh1344,1,1,1,1,10.0,1,600,10.0,2014-07-06,Windows
3391,acs-yh2332,1,1,4,2,3.6,4,54,3.6,2014-07-06,Windows
3392,acs-yh2410,7,7,7,1,0.4,1,25,2.8,2014-07-06,Windows
3393,acs-yh2432,7,7,9,3,0.8,1,46,5.6,2014-07-06,Windows
3394,acs-yh3020,12,10,17,12,0.8,1,47,9.6,2014-07-06,Windows
3347,acs-ebu2-205,25,21,55,31,1.6,2,48,40.0,2014-07-06,Windows
3348,acs-ebu2-239,32,25,258,31,6.4,8,48,204.8,2014-07-06,Windows
3349,acs-ebu2-315,2,2,38,17,2.2,19,7,4.4,2014-07-06,Windows
3350,acs-ebu2-333,2,1,4,4,0.6,2,19,1.2,2014-07-06,Windows
3380,acs-sungod,9,8,281,147,6.0,31,11,54.0,2014-07-06,Windows
3379,acs-ssb139,8,3,21,8,2.3,2,69,18.4,2014-07-06,Windows
3378,acs-sme143,44,35,207,53,3.7,4,56,162.8,2014-07-06,Windows
3377,acs-seq142,22,18,50,33,3.4,2,102,74.8,2014-07-06,Windows
3376,acs-rimac,3,3,35,29,1.5,11,8,4.5,2014-07-06,Windows
3375,acs-rh228,1,1,6,2,3.7,6,36,3.7,2014-07-06,Windows
3374,acs-pfbh108,9,9,46,19,12.1,5,145,108.9,2014-07-06,Windows
3373,acs-pch104,7,3,54,20,1.5,7,12,10.5,2014-07-06,Windows
3372,acs-osb10,1,1,2,2,0.2,2,5,0.2,2014-07-06,Windows
3371,acs-nsb2319,3,1,11,5,0.5,3,10,1.5,2014-07-06,Windows
3370,acs-nsb2311,1,1,3,2,8.6,3,172,8.6,2014-07-06,Windows
3369,acs-nsb2303,25,25,207,100,7.8,8,58,195.0,2014-07-06,Windows
3368,acs-nsb1313a,4,4,4,1,10.0,1,600,40.0,2014-07-06,Windows
3367,acs-nsb1103a,2,2,7,3,1.5,3,29,3.0,2014-07-06,Windows
3395,acs-yh3136,1,1,23,5,5.2,23,13,5.2,2014-07-06,Windows
3366,acs-mgh2116,1,1,2,2,0.0,2,0,0.0,2014-07-06,Windows
3364,acs-may2722,6,6,39,22,2.8,6,27,16.8,2014-07-06,Windows
3363,acs-irps,10,10,31,15,1.2,3,23,12.0,2014-07-06,Windows
3362,acs-hss6033,2,2,16,7,2.2,8,16,4.4,2014-07-06,Windows
3361,acs-glbw,50,19,337,171,5.3,6,53,265.0,2014-07-06,Windows
3360,acs-glbsw,24,11,191,112,7.4,7,63,177.6,2014-07-06,Windows
3359,acs-glb,45,21,224,126,5.5,4,82,247.5,2014-07-06,Windows
3383,acs-va228,2,2,3,2,0.1,1,9,0.2,2014-07-06,Windows
3357,acs-gl1w,58,42,1234,584,17.3,21,49,1003.4,2014-07-06,Windows
3356,acs-gl1e,78,42,1074,545,11.1,13,51,865.8,2014-07-06,Windows
3355,acs-erc117,29,20,120,73,2.7,4,40,78.3,2014-07-06,Windows
3354,acs-econ200,14,8,88,31,6.3,6,62,88.2,2014-07-06,Windows
3353,acs-econ100,2,1,2,2,0.1,1,3,0.2,2014-07-06,Windows
3352,acs-econ-rdp,2,1,4,2,1.2,2,36,2.4,2014-07-06,Windows
3351,acs-ebu3a161,19,14,112,30,7.1,5,85,134.9,2014-07-06,Windows
3365,acs-may3544,1,1,4,1,22.9,4,343,22.9,2014-07-06,Windows
3381,acs-treetop,12,10,189,107,9.4,15,37,112.8,2014-07-06,Windows
3382,acs-triton,26,23,927,575,10.0,35,17,260.0,2014-07-06,Windows
3080,acs-csb115,30,30,187,57,5.2,6,52,156.0,2014-07-13,Windows
3108,acs-may2722,6,6,49,23,1.4,8,10,8.4,2014-07-13,Windows
3107,acs-may2544,1,1,1,1,0.1,1,8,0.1,2014-07-13,Windows
3106,acs-irps,7,2,12,9,2.0,1,122,14.0,2014-07-13,Windows
3105,acs-hss6033,2,2,16,6,3.3,8,24,6.6,2014-07-13,Windows
3104,acs-hh1155,1,1,1,1,6.1,1,365,6.1,2014-07-13,Windows
3103,acs-glbw,52,31,440,200,7.9,8,59,410.8,2014-07-13,Windows
3102,acs-glbsw,25,13,166,94,7.8,6,78,195.0,2014-07-13,Windows
3101,acs-glb,45,18,262,144,5.6,5,66,252.0,2014-07-13,Windows
3100,acs-gl2095,13,6,57,34,7.7,4,115,100.1,2014-07-13,Windows
3099,acs-gl1w,58,42,1126,555,16.5,19,52,957.0,2014-07-13,Windows
3098,acs-gl1e,78,41,993,486,10.0,12,50,780.0,2014-07-13,Windows
3097,acs-erc117,29,21,104,52,2.5,3,49,72.5,2014-07-13,Windows
3096,acs-econ304,14,4,40,15,0.2,2,6,2.8,2014-07-13,Windows
3095,acs-econ200,13,11,41,18,4.2,3,84,54.6,2014-07-13,Windows
3094,acs-econ100,20,18,71,45,5.8,3,115,116.0,2014-07-13,Windows
3093,acs-econ-rdp,2,2,5,3,10.5,2,314,21.0,2014-07-13,Windows
3092,acs-ebu3a161,22,18,156,35,6.3,7,53,138.6,2014-07-13,Windows
3091,acs-ebu2-b035,2,2,3,3,1.6,1,95,3.2,2014-07-13,Windows
3090,acs-ebu2-333,1,1,2,1,0.2,2,7,0.2,2014-07-13,Windows
3089,acs-ebu2-315,2,1,3,3,1.7,1,103,3.4,2014-07-13,Windows
3088,acs-ebu2-312,1,1,1,1,0.0,1,1,0.0,2014-07-13,Windows
3087,acs-ebu2-239,31,24,196,35,7.2,6,71,223.2,2014-07-13,Windows
3081,acs-cseb220,17,3,43,16,3.9,2,116,66.3,2014-07-13,Windows
3085,acs-ebu2-127,2,2,2,2,1.0,1,60,2.0,2014-07-13,Windows
3084,acs-cseb270,35,16,81,43,3.5,2,104,122.5,2014-07-13,Windows
3109,acs-may3544,2,2,5,1,8.4,2,251,16.8,2014-07-13,Windows
3083,acs-cseb260,31,9,90,49,2.6,2,77,80.6,2014-07-13,Windows
3110,acs-mgh2116,1,1,5,3,0.3,5,3,0.3,2014-07-13,Windows
3112,acs-nsb1111,1,1,1,1,10.0,1,600,10.0,2014-07-13,Windows
3137,acs-yh3136,1,1,21,6,2.8,21,8,2.8,2014-07-13,Windows
3136,acs-yh2432,4,3,70,6,1.2,17,4,4.8,2014-07-13,Windows
3135,acs-yh2410,2,1,3,2,0.6,1,34,1.2,2014-07-13,Windows
3134,acs-yh1344,1,1,1,1,1.3,1,79,1.3,2014-07-13,Windows
3133,acs-yh1150,1,1,2,1,20.0,2,600,20.0,2014-07-13,Windows
3132,acs-yh1146,6,3,11,4,13.5,1,810,81.0,2014-07-13,Windows
3131,acs-wlh2212,5,2,5,3,1.9,1,113,9.5,2014-07-13,Windows
3130,acs-wlh2211,2,1,2,2,0.5,1,28,1.0,2014-07-13,Windows
3129,acs-vilb6e,4,3,101,61,4.5,25,10,18.0,2014-07-13,Windows
3128,acs-vilb3w,1,1,2,2,0.1,2,3,0.1,2014-07-13,Windows
3127,acs-va231,2,2,6,3,4.4,3,88,8.8,2014-07-13,Windows
3126,acs-triton,27,24,1089,551,8.6,40,12,232.2,2014-07-13,Windows
3125,acs-treetop,13,11,217,128,9.6,16,36,124.8,2014-07-13,Windows
3124,acs-sungod,9,8,227,150,6.1,25,14,54.9,2014-07-13,Windows
3123,acs-ssb139,7,3,20,12,1.2,2,35,8.4,2014-07-13,Windows
3122,acs-sme143,45,32,309,92,7.4,6,73,333.0,2014-07-13,Windows
3121,acs-seq142,21,19,58,36,3.5,2,104,73.5,2014-07-13,Windows
3120,acs-rimac,3,3,26,21,3.4,8,25,10.2,2014-07-13,Windows
3119,acs-rh228,1,1,6,2,2.4,6,24,2.4,2014-07-13,Windows
3118,acs-pfbh108,9,9,38,14,10.6,4,159,95.4,2014-07-13,Windows
3117,acs-pch104,7,5,65,35,4.9,9,32,34.3,2014-07-13,Windows
3116,acs-nsb2319,6,1,9,3,0.3,1,18,1.8,2014-07-13,Windows
3115,acs-nsb2311,1,1,5,4,22.8,5,273,22.8,2014-07-13,Windows
3114,acs-nsb2303,25,21,176,66,5.7,7,48,142.5,2014-07-13,Windows
3113,acs-nsb1313a,4,4,15,2,23.0,3,460,92.0,2014-07-13,Windows
3111,acs-nsb1103a,2,2,4,1,20.0,2,600,40.0,2014-07-13,Windows
595,ALL-MAC,255,76,1258,443,5.7,4,85,1453.5,2014-07-13,Mac
3086,acs-ebu2-203,24,6,80,44,3.4,3,67,81.6,2014-07-13,Windows
620,acs-york1310,4,1,7,4,0.7,1,44,2.8,2014-07-13,Mac
618,acs-va228,3,1,9,2,1.9,3,37,5.7,2014-07-13,Mac
619,acs-vilb6e,2,2,19,14,7.1,9,47,14.2,2014-07-13,Mac
3071,acs-apm3402,12,12,23,12,2.6,1,154,31.2,2014-07-13,Windows
621,acs-york3070,16,14,19,17,0.8,1,49,12.8,2014-07-13,Mac
3082,acs-cseb250,35,12,139,70,3.6,3,72,126.0,2014-07-13,Windows
596,acs-bml,5,4,26,14,7.8,5,94,39.0,2014-07-13,Mac
3079,acs-ccc,2,2,11,11,1.2,5,14,2.4,2014-07-13,Windows
